1.8311348668009446;15.0;42.0;18.0;60.0;15.0
1.383968443580612;65.0;37.0;26.0;7.0;15.0
1.527704783915074;35.0;78.0;18.0;3.0;16.0
1.7020294690387585;20.0;4.0;79.0;19.0;28.0
1.8170285631284275;61.0;12.0;19.0;2.0;56.0
1.5553713480188271;13.0;29.0;8.0;28.0;72.0
1.3376781422694943;38.0;28.0;54.0;1.0;29.0
1.5835729125564733;42.0;4.0;24.0;44.0;36.0
1.9282206601871672;17.0;42.0;24.0;21.0;46.0
1.5467862338125502;33.0;45.0;39.0;16.0;17.0
1.8285995940959006;1.0;18.0;80.0;17.0;34.0
1.7892268194312833;37.0;49.0;26.0;13.0;25.0
1.300212118545821;2.0;77.0;20.0;22.0;29.0
1.8406291370192323;12.0;11.0;88.0;33.0;6.0
1.324702891073249;14.0;67.0;22.0;21.0;26.0
1.614742446488237;0.0;9.0;102.0;10.0;29.0
1.7734440155710995;8.0;29.0;20.0;92.0;1.0
1.3773491542152958;39.0;76.0;8.0;20.0;7.0
1.9487986513429925;19.0;27.0;28.0;34.0;42.0
1.3238979922638507;30.0;6.0;28.0;3.0;83.0
1.7006152149228086;26.0;15.0;23.0;75.0;11.0
1.977327830260548;36.0;81.0;10.0;23.0;0.0
1.974434276123823;1.0;43.0;22.0;13.0;71.0
1.9427596424528972;114.0;10.0;13.0;7.0;6.0
1.6438320393025894;83.0;27.0;13.0;10.0;17.0
1.8662161123246168;20.0;11.0;29.0;18.0;72.0
1.5021692414764556;7.0;42.0;53.0;29.0;19.0
1.5186673999386813;1.0;61.0;37.0;18.0;33.0
1.8591907842657749;5.0;24.0;52.0;41.0;28.0
1.3370687185391674;34.0;10.0;16.0;80.0;10.0
1.4853667596252624;0.0;21.0;15.0;48.0;66.0
1.886627203413782;25.0;22.0;30.0;8.0;65.0
1.985579288767494;81.0;5.0;42.0;22.0;0.0
1.4767105013184536;25.0;8.0;101.0;7.0;9.0
1.3729583229442084;3.0;46.0;20.0;54.0;27.0
1.3478045174058009;21.0;28.0;8.0;24.0;69.0
1.8094251893115283;4.0;14.0;1.0;31.0;100.0
1.8978062436211895;76.0;12.0;21.0;32.0;9.0
1.91781756187329;100.0;10.0;12.0;13.0;15.0
1.6118619967290289;2.0;41.0;11.0;96.0;0.0
1.4694860333548678;5.0;84.0;2.0;21.0;38.0
1.8482342856191982;14.0;0.0;21.0;60.0;55.0
1.4720238395585683;48.0;22.0;20.0;31.0;29.0
1.8594321326750949;67.0;22.0;6.0;3.0;52.0
1.4919446265798728;9.0;82.0;7.0;41.0;11.0
1.5825008415991075;31.0;2.0;6.0;74.0;37.0
1.6991326550258494;52.0;21.0;12.0;55.0;10.0
1.5535118299422794;58.0;43.0;9.0;30.0;10.0
1.869024939806403;51.0;43.0;42.0;6.0;8.0
